ril,petal_area,petal_perim,herkoogamy,protandry,pollinator_visits
B45,66.83879999999962,46.58759999999979,0.6999999999999995,1.8000000000000318,0.75
A42,87.40639999999964,53.9333999999998,1.1000000000000003,3.200000000000032,5.25
B81,71.94739999999963,51.2127999999998,0.9999999999999998,1.8000000000000318,1.9230769230769231
B58,84.77759999999961,54.5257999999998,0.29999999999999943,1.800000000000032,1.5833333333333333
A87,66.06379999999962,53.923199999999795,0.10000000000000106,1.800000000000032,2.5
B98,39.688799999999624,39.5805999999998,0.19999999999999937,0.8000000000000318,0.4615384615384616
B118,76.55799999999962,58.353799999999794,0.6999999999999996,3.2000000000000313,0.9166666666666666
B124,56.58339999999963,53.16239999999979,0.20000000000000032,2.8000000000000314,2.1666666666666665
A57,77.24719999999961,65.61019999999976,1.2999999999999998,2.200000000000032,1.5833333333333333
A35,63.28276139522804,50.27509745649704,0.6,1.8000000000000322,5.916666666666667
B117,60.93319999999964,50.58459999999979,0.5999999999999995,0.400000000000032,0
A37,49.362399999999624,40.12899999999979,1.1999999999999995,1.6000000000000318,0
A70,48.86797154614141,40.71461372941966,1.6250000000000002,2.2199979544550734,0
B85,77.07384950027915,55.839709362952874,1.2999999999999992,3.2000000000000326,0.3333333333333333
B9,61.781644787804574,51.39991776202643,0.2999999999999995,1.600000000000032,1.0769230769230769
B119,49.13199999999962,49.2105999999998,0.6999999999999996,2.000000000000032,2.75
A76,73.1909999999996,49.045799999999794,0.6999999999999981,2.6000000000000316,0.08333333333333333
B135,57.40959999999963,46.9163999999998,0.7999999999999997,1.8000000000000318,0.8333333333333334
B129,83.57479999999963,67.65759999999977,1.2999999999999992,3.2000000000000313,3
A112,91.24139999999964,55.1993999999998,0.3999999999999999,2.6000000000000325,4.923076923076923
B115,57.91459999999962,40.697599999999795,0.7999999999999992,1.6000000000000325,1.4166666666666667
B112,52.13079999999963,41.22159999999979,0.39999999999999974,1.8000000000000318,0.5
A34,61.736999999999625,47.3343999999998,0.5000000000000001,1.6000000000000318,0.6
A94,NA,NA,1.0000000000000009,0.600000000000032,4.25
B54,86.61099999999959,55.7503999999998,0.3999999999999993,1.8000000000000318,0.5833333333333334
