site,id,replicate,uniqueID,subspecies,node,date_flowered,avg_protandry,avg_herkogamy,avg_petal_area,lat,lon,ele
GC,620,A,GC-620-A,U,12,11/23,9,8.5,2.269,35.73038598,-118.431317,886.211792
GC,620,B,GC-620-B,U,7,11/14,5.5,4.5,1.8775,35.73038598,-118.431317,886.211792
GC,620,C,GC-620-C,U,14,12/2,7.5,2.5,2.6455,35.73038598,-118.431317,886.211792
GC,621,A,GC-621-A,U,10,11/23,6.5,9.75,1.8495,35.73034801,-118.431287,885.743347
GC,621,B,GC-621-B,U,13,11/24,8,8,1.553,35.73034801,-118.431287,885.743347
GC,621,C,GC-621-C,U,11,11/25,8,12.5,1.8045,35.73034801,-118.431287,885.743347
GC,622,A,GC-622-A,U,13,12/1,7.25,4.5,1.6415000000000002,35.730476,-118.431332,888.105225
GC,622,C,GC-622-C,U,12,11/24,10.25,7,2.4074999999999998,35.730476,-118.431332,888.105225
GC,623,A,GC-623-A,U,20,11/25,11,6,2.3175,35.73052201,-118.431318,887.073486
GC,623,B,GC-623-B,U,13,12/3,9.25,9,2.8455000000000004,35.73052201,-118.431318,887.073486
GC,623,C,GC-623-C,U,12,12/3,9.25,9,1.8170000000000002,35.73052201,-118.431318,887.073486
GC,625,A,GC-625-A,U,13,11/25,7,5.75,2.9219999999999997,35.73075403,-118.431233,883.802063
GC,625,B,GC-625-B,U,19,12/2,6.25,12.5,1.8435000000000001,35.73075403,-118.431233,883.802063
GC,625,C,GC-625-C,U,15,11/30,7,5.5,1.925,35.73075403,-118.431233,883.802063
GC,626,A,GC-626-A,U,11,11/24,4,3.5,1.653,35.730808,-118.431159,878.536377
GC,626,C,GC-626-C,U,8,11/20,4.25,7.25,1.588,35.730808,-118.431159,878.536377
GC,627,A,GC-627-A,U,7,11/19,7.5,7,2.05,35.730808,-118.43107,875.123901
GC,627,B,GC-627-B,U,10,11/20,8,5,1.6295,35.730808,-118.43107,875.123901
GC,627,C,GC-627-C,U,6,11/14,5.5,8,1.7309999999999999,35.730808,-118.43107,875.123901
GC,628,A,GC-628-A,U,11,11/21,7.5,6,1.899,35.73089501,-118.430954,867.077454
GC,628,B,GC-628-B,U,13,11/23,8,5,1.7625000000000002,35.73089501,-118.430954,867.077454
GC,628,C,GC-628-C,U,13,11/26,8.25,7,1.7309999999999999,35.73089501,-118.430954,867.077454
GC,629,A,GC-629-A,U,7,11/18,7,6,1.5445,35.73071798,-118.430996,867.04364
GC,629,B,GC-629-B,U,11,11/28,5,2,NA,35.73071798,-118.430996,867.04364
GC,629,C,GC-629-C,U,17,11/25,5.75,6.5,2.2445,35.73071798,-118.430996,867.04364
GC,630,A,GC-630-A,U,13,11/24,7,6.5,2.0244999999999997,35.73061899,-118.430994,868.953613
GC,630,B,GC-630-B,U,8,11/23,7.5,7.5,2.403,35.73061899,-118.430994,868.953613
GC,631,A,GC-631-A,U,13,11/26,6.5,5,2.3205,35.73056401,-118.431019,871.217529
GC,631,B,GC-631-B,U,17,12/5,7.75,9.5,2.8275,35.73056401,-118.431019,871.217529
GC,631,C,GC-631-C,U,13,12/3,8.25,9,2.45,35.73056401,-118.431019,871.217529
GC,632,C,GC-632-C,U,10,11/24,7.5,6.25,1.6665,35.73046602,-118.430998,872.34137
GC,633,A,GC-633-A,U,NA,11/30,7.5,8.5,2.278,35.730376,-118.431015,876.369995
GC,634,A,GC-634-A,U,12,12/2,10,8,2.84,35.73026402,-118.431036,877.998779
GC,636,A,GC-636-A,U,15,11/29,7.25,8.25,1.947,35.730204,-118.431163,883.357605
GC,636,B,GC-636-B,U,16,11/29,9,3.5,1.687,35.730204,-118.431163,883.357605
GC,637,A,GC-637-A,U,12,11/23,7,6,2.314,35.73018498,-118.430882,871.660278
GC,637,B,GC-637-B,U,16,12/1,7.25,8,2.4255,35.73018498,-118.430882,871.660278
GC,637,C,GC-637-C,U,18,12/6,8.75,4.5,2.6615,35.73018498,-118.430882,871.660278
GC,639,A,GC-639-A,U,9,11/23,10,5,2.3545,35.73005296,-118.430795,866.549316
GC,639,B,GC-639-B,U,13,11/25,9,4.5,1.8495,35.73005296,-118.430795,866.549316
GC,639,C,GC-639-C,U,16,11/28,8.75,5,1.9535,35.73005296,-118.430795,866.549316
GC,640,A,GC-640-A,U,11,11/21,7.75,8.25,1.7955,35.72996403,-118.430795,866.078735
GC,640,B,GC-640-B,U,12,11/22,6.5,9.5,2.038,35.72996403,-118.430795,866.078735
GC,640,C,GC-640-C,U,13,11/24,7.25,10.5,2.2485,35.72996403,-118.430795,866.078735
GC,641,A,GC-641-A,U,NA,NA,8.5,7.25,NA,35.73009797,-118.430626,860.322205
GC,641,B,GC-641-B,U,12,12/2,7.5,7.5,NA,35.73009797,-118.430626,860.322205
GC,641,C,GC-641-C,U,10,11/21,5.5,5.25,1.7625000000000002,35.73009797,-118.430626,860.322205
GC,642,A,GC-642-A,U,15,11/29,8.75,11.25,2.4535,35.73001198,-118.430559,856.606018
GC,642,B,GC-642-B,U,17,11/29,6.75,7.75,2.0055,35.73001198,-118.430559,856.606018
GC,642,C,GC-642-C,U,12,12/5,7,7,2.7365,35.73001198,-118.430559,856.606018
GC,643,A,GC-643-A,U,9,11/23,7.25,8.75,2.433,35.72993604,-118.430513,854.756592
GC,643,B,GC-643-B,U,11,11/22,6.75,4.5,NA,35.72993604,-118.430513,854.756592
GC,643,C,GC-643-C,U,7,11/17,6.5,7.25,1.6985000000000001,35.72993604,-118.430513,854.756592
GC,644,A,GC-644-A,U,11,11/20,4.25,4.5,1.6075,35.72985498,-118.430512,852.072144
GC,644,B,GC-644-B,U,NA,11/30,7,4,NA,35.72985498,-118.430512,852.072144
GC,644,C,GC-644-C,U,10,11/21,7.5,7.5,2.402,35.72985498,-118.430512,852.072144
GC,645,A,GC-645-A,U,11,11/21,7.5,5,1.89,35.72993302,-118.430364,848.603821
GC,645,B,GC-645-B,U,15,11/25,4.75,4,1.5194999999999999,35.72993302,-118.430364,848.603821
GC,645,C,GC-645-C,U,14,11/25,10,8.5,1.711,35.72993302,-118.430364,848.603821
GC,646,A,GC-646-A,U,13,11/25,6.75,3.5,1.8515,35.72989999,-118.430337,849.234985
GC,646,B,GC-646-B,U,11,11/20,5.5,4.5,1.6025,35.72989999,-118.430337,849.234985
GC,646,C,GC-646-C,U,15,11/30,13.75,8,1.8795000000000002,35.72989999,-118.430337,849.234985
GC,647,A,GC-647-A,U,8,11/26,5.75,8.5,2.108,35.72986202,-118.430278,846.053711
GC,647,B,GC-647-B,U,12,11/20,7.5,10,1.658,35.72986202,-118.430278,846.053711
GC,647,C,GC-647-C,U,9,11/15,4.75,6,1.8515000000000001,35.72986202,-118.430278,846.053711
GC,648,A,GC-648-A,U,9,11/22,10,9.5,2.69,35.72976697,-118.430195,842.014343
GC,648,B,GC-648-B,U,8,11/29,8.75,7,2.3935,35.72976697,-118.430195,842.014343
GC,648,C,GC-648-C,U,11,11/25,9.25,5,2.3825000000000003,35.72976697,-118.430195,842.014343
GC,649,A,GC-649-A,U,9,11/21,9.5,2.5,1.6935,35.72966798,-118.43017,841.450562
GC,649,B,GC-649-B,U,11,11/21,8.75,3.5,2.136,35.72966798,-118.43017,841.450562
GC,649,C,GC-649-C,U,10,11/16,5,5,1.68,35.72966798,-118.43017,841.450562
GC,650,A,GC-650-A,U,16,11/28,5.25,3.5,1.8345,35.72974602,-118.430122,841.478882
GC,650,B,GC-650-B,U,17,12/5,5.25,4.5,2.3129999999999997,35.72974602,-118.430122,841.478882
GC,650,C,GC-650-C,U,11,11/24,4.5,6.75,2.1340000000000003,35.72974602,-118.430122,841.478882
GC,651,A,GC-651-A,U,12,11/23,8,7.5,1.9865,35.72985398,-118.430121,840.676575
GC,651,B,GC-651-B,U,10,11/20,5.5,8.25,1.4275,35.72985398,-118.430121,840.676575
GC,651,C,GC-651-C,U,9,11/20,6.25,6.25,1.6175000000000002,35.72985398,-118.430121,840.676575
GC,652,A,GC-652-A,U,7,11/18,9.75,6.25,1.639,35.72996403,-118.430115,840.792175
GC,652,B,GC-652-B,U,12,11/27,8,8,2.3055000000000003,35.72996403,-118.430115,840.792175
GC,652,C,GC-652-C,U,11,11/28,8.25,6.25,2.283,35.72996403,-118.430115,840.792175
GC,653,A,GC-653-A,U,10,11/21,6.5,5.5,1.611,35.73005003,-118.43014,845.034912
GC,653,B,GC-653-B,U,12,11/19,8,8.5,1.742,35.73005003,-118.43014,845.034912
GC,653,C,GC-653-C,U,8,11/20,7.5,4,1.6495,35.73005003,-118.43014,845.034912
GC,654,A,GC-654-A,U,NA,11/30,6.25,6.5,2.0605,35.73017098,-118.430147,842.447205
GC,654,C,GC-654-C,U,12,11/30,6.75,8.5,1.8544999999999998,35.73017098,-118.430147,842.447205
GC,655,A,GC-655-A,U,12,11/23,9.25,7.25,2.496,35.73025103,-118.430173,841.91748
GC,655,B,GC-655-B,U,9,11/21,7.5,4,1.9455,35.73025103,-118.430173,841.91748
GC,655,C,GC-655-C,U,13,11/30,10,5.5,2.3175,35.73025103,-118.430173,841.91748
GC,656,A,GC-656-A,U,14,11/27,7.25,9.5,2.001,35.72977301,-118.429988,837.370667
GC,656,B,GC-656-B,U,12,11/30,7,7,2.6245000000000003,35.72977301,-118.429988,837.370667
GC,656,C,GC-656-C,U,14,11/26,6.5,5.5,2.3209999999999997,35.72977301,-118.429988,837.370667
GC,657,A,GC-657-A,U,11,11/24,7.75,10,2.5614999999999997,35.72979304,-118.429954,835.616089
GC,657,B,GC-657-B,U,15,11/25,8,6,2.0985,35.72979304,-118.429954,835.616089
GC,657,C,GC-657-C,U,12,11/24,10.25,8.5,2.4055,35.72979304,-118.429954,835.616089
GC,658,A,GC-658-A,U,11,11/22,8.25,4.75,1.799,35.72985699,-118.429918,835.812683
GC,658,B,GC-658-B,U,18,11/29,6.5,8,NA,35.72985699,-118.429918,835.812683
GC,658,C,GC-658-C,U,6,11/23,9.25,8,NA,35.72985699,-118.429918,835.812683
GC,659,A,GC-659-A,U,13,11/25,6,4.75,1.9665,35.72994903,-118.429853,835.813416
